Tonic,Scale_Type,FL_Stamp,Degree,Roman,PitchClass,MIDI,Frequency_Hz,Semitone_Offset,Cents_from_Tonic,ET_Ratio,Interval_Label,Hue_deg,Color_Name,Hex,Emotion_Primary,Valence,Arousal
C#,Aeolian (Natural Minor),Natural Minor,3,III,E,64,329.62756,3,300,2^(3/12),m3,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
C#,Aeolian (Natural Minor),Natural Minor,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Aeolian (Natural Minor),Natural Minor,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Aeolian (Natural Minor),Natural Minor,6,VI,A,69,440.0,8,800,2^(8/12),m6,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
C#,Aeolian (Natural Minor),Natural Minor,7,VII,B,71,493.8833,10,1000,2^(10/12),m7,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
C#,Locrian,Locrian,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Locrian,Locrian,2,II,D,62,293.66477,1,100,2^(1/12),m2,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
C#,Locrian,Locrian,3,III,E,64,329.62756,3,300,2^(3/12),m3,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
C#,Locrian,Locrian,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Locrian,Locrian,5,V,G,67,391.99544,6,600,2^(6/12),TT,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
C#,Locrian,Locrian,6,VI,A,69,440.0,8,800,2^(8/12),m6,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
C#,Locrian,Locrian,7,VII,B,71,493.8833,10,1000,2^(10/12),m7,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
C#,Harmonic Minor,Harmonic Minor,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Harmonic Minor,Harmonic Minor,2,II,D#,63,311.12698,2,200,2^(2/12),M2,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
C#,Harmonic Minor,Harmonic Minor,3,III,E,64,329.62756,3,300,2^(3/12),m3,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
C#,Harmonic Minor,Harmonic Minor,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Harmonic Minor,Harmonic Minor,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Harmonic Minor,Harmonic Minor,6,VI,A,69,440.0,8,800,2^(8/12),m6,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
C#,Harmonic Minor,Harmonic Minor,7,VII,C,72,523.25113,11,1100,2^(11/12),M7,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
C#,Melodic Minor (Ascending),Melodic Minor,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Melodic Minor (Ascending),Melodic Minor,2,II,D#,63,311.12698,2,200,2^(2/12),M2,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
C#,Melodic Minor (Ascending),Melodic Minor,3,III,E,64,329.62756,3,300,2^(3/12),m3,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
C#,Melodic Minor (Ascending),Melodic Minor,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Melodic Minor (Ascending),Melodic Minor,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Melodic Minor (Ascending),Melodic Minor,6,VI,A#,70,466.16376,9,900,2^(9/12),M6,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
C#,Melodic Minor (Ascending),Melodic Minor,7,VII,C,72,523.25113,11,1100,2^(11/12),M7,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
C#,Melodic Minor (Descending=Nat),Natural Minor,1,I,C#,61,277.18263,0,0,2^(0/12),P1,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
C#,Melodic Minor (Descending=Nat),Natural Minor,2,II,D#,63,311.12698,2,200,2^(2/12),M2,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
C#,Melodic Minor (Descending=Nat),Natural Minor,3,III,E,64,329.62756,3,300,2^(3/12),m3,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
C#,Melodic Minor (Descending=Nat),Natural Minor,4,IV,F#,66,369.99442,5,500,2^(5/12),P4,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
C#,Melodic Minor (Descending=Nat),Natural Minor,5,V,G#,68,415.3047,7,700,2^(7/12),P5,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
C#,Melodic Minor (Descending=Nat),Natural Minor,6,VI,A,69,440.0,8,800,2^(8/12),m6,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
C#,Melodic Minor (Descending=Nat),Natural Minor,7,VII,B,71,493.8833,10,1000,2^(10/12),m7,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F,Ionian (Major),Major,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Ionian (Major),Major,2,II,G,67,391.99544,2,200,2^(2/12),M2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F,Ionian (Major),Major,3,III,A,69,440.0,4,400,2^(4/12),M3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F,Ionian (Major),Major,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Ionian (Major),Major,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Ionian (Major),Major,6,VI,D,74,587.32954,9,900,2^(9/12),M6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F,Ionian (Major),Major,7,VII,E,76,659.25511,11,1100,2^(11/12),M7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F,Dorian,Dorian,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Dorian,Dorian,2,II,G,67,391.99544,2,200,2^(2/12),M2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F,Dorian,Dorian,3,III,Ab,68,415.3047,3,300,2^(3/12),m3,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F,Dorian,Dorian,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Dorian,Dorian,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Dorian,Dorian,6,VI,D,74,587.32954,9,900,2^(9/12),M6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F,Dorian,Dorian,7,VII,Eb,75,622.25397,10,1000,2^(10/12),m7,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F,Phrygian,Phrygian,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Phrygian,Phrygian,2,II,Gb,66,369.99442,1,100,2^(1/12),m2,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F,Phrygian,Phrygian,3,III,Ab,68,415.3047,3,300,2^(3/12),m3,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F,Phrygian,Phrygian,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Phrygian,Phrygian,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Phrygian,Phrygian,6,VI,Db,73,554.36526,8,800,2^(8/12),m6,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F,Phrygian,Phrygian,7,VII,Eb,75,622.25397,10,1000,2^(10/12),m7,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F,Lydian,Lydian,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Lydian,Lydian,2,II,G,67,391.99544,2,200,2^(2/12),M2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F,Lydian,Lydian,3,III,A,69,440.0,4,400,2^(4/12),M3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F,Lydian,Lydian,4,IV,B,71,493.8833,6,600,2^(6/12),TT,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F,Lydian,Lydian,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Lydian,Lydian,6,VI,D,74,587.32954,9,900,2^(9/12),M6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F,Lydian,Lydian,7,VII,E,76,659.25511,11,1100,2^(11/12),M7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F,Mixolydian,Mixolydian,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Mixolydian,Mixolydian,2,II,G,67,391.99544,2,200,2^(2/12),M2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F,Mixolydian,Mixolydian,3,III,A,69,440.0,4,400,2^(4/12),M3,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
F,Mixolydian,Mixolydian,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Mixolydian,Mixolydian,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Mixolydian,Mixolydian,6,VI,D,74,587.32954,9,900,2^(9/12),M6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F,Mixolydian,Mixolydian,7,VII,Eb,75,622.25397,10,1000,2^(10/12),m7,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F,Aeolian (Natural Minor),Natural Minor,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Aeolian (Natural Minor),Natural Minor,2,II,G,67,391.99544,2,200,2^(2/12),M2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F,Aeolian (Natural Minor),Natural Minor,3,III,Ab,68,415.3047,3,300,2^(3/12),m3,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F,Aeolian (Natural Minor),Natural Minor,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Aeolian (Natural Minor),Natural Minor,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Aeolian (Natural Minor),Natural Minor,6,VI,Db,73,554.36526,8,800,2^(8/12),m6,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F,Aeolian (Natural Minor),Natural Minor,7,VII,Eb,75,622.25397,10,1000,2^(10/12),m7,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F,Locrian,Locrian,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Locrian,Locrian,2,II,Gb,66,369.99442,1,100,2^(1/12),m2,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
F,Locrian,Locrian,3,III,Ab,68,415.3047,3,300,2^(3/12),m3,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F,Locrian,Locrian,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Locrian,Locrian,5,V,B,71,493.8833,6,600,2^(6/12),TT,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
F,Locrian,Locrian,6,VI,Db,73,554.36526,8,800,2^(8/12),m6,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F,Locrian,Locrian,7,VII,Eb,75,622.25397,10,1000,2^(10/12),m7,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
F,Harmonic Minor,Harmonic Minor,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Harmonic Minor,Harmonic Minor,2,II,G,67,391.99544,2,200,2^(2/12),M2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F,Harmonic Minor,Harmonic Minor,3,III,Ab,68,415.3047,3,300,2^(3/12),m3,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F,Harmonic Minor,Harmonic Minor,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Harmonic Minor,Harmonic Minor,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Harmonic Minor,Harmonic Minor,6,VI,Db,73,554.36526,8,800,2^(8/12),m6,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F,Harmonic Minor,Harmonic Minor,7,VII,E,76,659.25511,11,1100,2^(11/12),M7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F,Melodic Minor (Ascending),Melodic Minor,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Melodic Minor (Ascending),Melodic Minor,2,II,G,67,391.99544,2,200,2^(2/12),M2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F,Melodic Minor (Ascending),Melodic Minor,3,III,Ab,68,415.3047,3,300,2^(3/12),m3,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F,Melodic Minor (Ascending),Melodic Minor,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Melodic Minor (Ascending),Melodic Minor,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Melodic Minor (Ascending),Melodic Minor,6,VI,D,74,587.32954,9,900,2^(9/12),M6,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
F,Melodic Minor (Ascending),Melodic Minor,7,VII,E,76,659.25511,11,1100,2^(11/12),M7,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
F,Melodic Minor (Descending=Nat),Natural Minor,1,I,F,65,349.22823,0,0,2^(0/12),P1,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
F,Melodic Minor (Descending=Nat),Natural Minor,2,II,G,67,391.99544,2,200,2^(2/12),M2,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
F,Melodic Minor (Descending=Nat),Natural Minor,3,III,Ab,68,415.3047,3,300,2^(3/12),m3,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
F,Melodic Minor (Descending=Nat),Natural Minor,4,IV,Bb,70,466.16376,5,500,2^(5/12),P4,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
F,Melodic Minor (Descending=Nat),Natural Minor,5,V,C,72,523.25113,7,700,2^(7/12),P5,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
F,Melodic Minor (Descending=Nat),Natural Minor,6,VI,Db,73,554.36526,8,800,2^(8/12),m6,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
F,Melodic Minor (Descending=Nat),Natural Minor,7,VII,Eb,75,622.25397,10,1000,2^(10/12),m7,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Ionian (Major),Major,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Ionian (Major),Major,2,II,C,72,523.25113,2,200,2^(2/12),M2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Bb,Ionian (Major),Major,3,III,D,74,587.32954,4,400,2^(4/12),M3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Bb,Ionian (Major),Major,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Ionian (Major),Major,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Bb,Ionian (Major),Major,6,VI,G,79,783.99087,9,900,2^(9/12),M6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Bb,Ionian (Major),Major,7,VII,A,81,880.0,11,1100,2^(11/12),M7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
Bb,Dorian,Dorian,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Dorian,Dorian,2,II,C,72,523.25113,2,200,2^(2/12),M2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Bb,Dorian,Dorian,3,III,Db,73,554.36526,3,300,2^(3/12),m3,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Bb,Dorian,Dorian,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Dorian,Dorian,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Bb,Dorian,Dorian,6,VI,G,79,783.99087,9,900,2^(9/12),M6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Bb,Dorian,Dorian,7,VII,Ab,80,830.6094,10,1000,2^(10/12),m7,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Bb,Phrygian,Phrygian,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Phrygian,Phrygian,2,II,B,71,493.8833,1,100,2^(1/12),m2,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Bb,Phrygian,Phrygian,3,III,Db,73,554.36526,3,300,2^(3/12),m3,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Bb,Phrygian,Phrygian,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Phrygian,Phrygian,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Bb,Phrygian,Phrygian,6,VI,Gb,78,739.98885,8,800,2^(8/12),m6,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Bb,Phrygian,Phrygian,7,VII,Ab,80,830.6094,10,1000,2^(10/12),m7,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Bb,Lydian,Lydian,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Lydian,Lydian,2,II,C,72,523.25113,2,200,2^(2/12),M2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Bb,Lydian,Lydian,3,III,D,74,587.32954,4,400,2^(4/12),M3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Bb,Lydian,Lydian,4,IV,E,76,659.25511,6,600,2^(6/12),TT,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Bb,Lydian,Lydian,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Bb,Lydian,Lydian,6,VI,G,79,783.99087,9,900,2^(9/12),M6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Bb,Lydian,Lydian,7,VII,A,81,880.0,11,1100,2^(11/12),M7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
Bb,Mixolydian,Mixolydian,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Mixolydian,Mixolydian,2,II,C,72,523.25113,2,200,2^(2/12),M2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Bb,Mixolydian,Mixolydian,3,III,D,74,587.32954,4,400,2^(4/12),M3,60,Yellow,#FFFF00,"Joyful, Optimistic → Shine",++,Med-High
Bb,Mixolydian,Mixolydian,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Mixolydian,Mixolydian,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Bb,Mixolydian,Mixolydian,6,VI,G,79,783.99087,9,900,2^(9/12),M6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Bb,Mixolydian,Mixolydian,7,VII,Ab,80,830.6094,10,1000,2^(10/12),m7,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Bb,Aeolian (Natural Minor),Natural Minor,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Aeolian (Natural Minor),Natural Minor,2,II,C,72,523.25113,2,200,2^(2/12),M2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Bb,Aeolian (Natural Minor),Natural Minor,3,III,Db,73,554.36526,3,300,2^(3/12),m3,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Bb,Aeolian (Natural Minor),Natural Minor,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Aeolian (Natural Minor),Natural Minor,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Bb,Aeolian (Natural Minor),Natural Minor,6,VI,Gb,78,739.98885,8,800,2^(8/12),m6,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Bb,Aeolian (Natural Minor),Natural Minor,7,VII,Ab,80,830.6094,10,1000,2^(10/12),m7,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Bb,Locrian,Locrian,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Locrian,Locrian,2,II,B,71,493.8833,1,100,2^(1/12),m2,330,Rose,#FF007F,"Proud, Confident → Claim",++,Med-High
Bb,Locrian,Locrian,3,III,Db,73,554.36526,3,300,2^(3/12),m3,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Bb,Locrian,Locrian,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Locrian,Locrian,5,V,E,76,659.25511,6,600,2^(6/12),TT,120,Green,#00FF00,"Calm, Peaceful → Center",++,Low-Med
Bb,Locrian,Locrian,6,VI,Gb,78,739.98885,8,800,2^(8/12),m6,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Bb,Locrian,Locrian,7,VII,Ab,80,830.6094,10,1000,2^(10/12),m7,240,Blue,#0000FF,"Reflective, Sensitive (safe processing)",−,Low
Bb,Harmonic Minor,Harmonic Minor,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Harmonic Minor,Harmonic Minor,2,II,C,72,523.25113,2,200,2^(2/12),M2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Bb,Harmonic Minor,Harmonic Minor,3,III,Db,73,554.36526,3,300,2^(3/12),m3,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Bb,Harmonic Minor,Harmonic Minor,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Harmonic Minor,Harmonic Minor,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Bb,Harmonic Minor,Harmonic Minor,6,VI,Gb,78,739.98885,8,800,2^(8/12),m6,180,Cyan,#00FFFF,"Content, Clear-minded → Stability",+,Low
Bb,Harmonic Minor,Harmonic Minor,7,VII,A,81,880.0,11,1100,2^(11/12),M7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
Bb,Melodic Minor (Ascending),Melodic Minor,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Melodic Minor (Ascending),Melodic Minor,2,II,C,72,523.25113,2,200,2^(2/12),M2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Bb,Melodic Minor (Ascending),Melodic Minor,3,III,Db,73,554.36526,3,300,2^(3/12),m3,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Bb,Melodic Minor (Ascending),Melodic Minor,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Melodic Minor (Ascending),Melodic Minor,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
Bb,Melodic Minor (Ascending),Melodic Minor,6,VI,G,79,783.99087,9,900,2^(9/12),M6,210,Azure,#007FFF,"Interested, Inquisitive → Focus",+,Med
Bb,Melodic Minor (Ascending),Melodic Minor,7,VII,A,81,880.0,11,1100,2^(11/12),M7,270,Violet,#8B00FF,"Creative, Inspired → Imagination",+,Med
Bb,Melodic Minor (Descending=Nat),Natural Minor,1,I,Bb,70,466.16376,0,0,2^(0/12),P1,300,Magenta,#FF00FF,"Loving, Thankful → Connection",++,Med
Bb,Melodic Minor (Descending=Nat),Natural Minor,2,II,C,72,523.25113,2,200,2^(2/12),M2,0,Red,#FF0000,Angry → Courageous (assertive action),− → +,High
Bb,Melodic Minor (Descending=Nat),Natural Minor,3,III,Db,73,554.36526,3,300,2^(3/12),m3,30,Orange,#FFA500,"Energetic, Provoked → Drive",+,High
Bb,Melodic Minor (Descending=Nat),Natural Minor,4,IV,Eb,75,622.25397,5,500,2^(5/12),P4,90,Yellow-Green,#ADFF2F,"Playful, Curious → Exploration",+,Medium
Bb,Melodic Minor (Descending=Nat),Natural Minor,5,V,F,77,698.45646,7,700,2^(7/12),P5,150,Spring Green,#00FF7F,"Trusting, Intimate → Bond",++,Low-Med
